"Project Code","Station ID","Sample ID","First Trigger Date","Collection_Date","Sample Type New","Collection Method","Depth","Depth Unit","Matrix","Test Number","Test Name","Storet Code","Method","Measure Date","Value","Sigfig Value","Uncertainty","MDL","PQL","RDL","Units","Remark Code","Flag","Receive Date","LIMS Number","Source","Owner","Validation Level","Validator","Sampling Purpose","Data Investigation","T Depth","Upper Depth","Lower Depth","DCS(METERS)","Sample Type","QC Type","Discharge","Up/Down Stream","Weather Code","Program Type","NDEC","Sample Comments","Result Comments"
"CAMB","S12A","0709","","29-MAR-1978 10:00","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".013","0.013","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","4","MON","3","",""
"CAMB","S12A","0787","","12-APR-1978 08:40","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".008","0.008","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","2","MON","3","",""
"CAMB","S12A","0879","","26-APR-1978 10:10","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".013","0.013","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","0","MON","3","",""
"CAMB","S12A","0951","","10-MAY-1978 08:30","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".012","0.012","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","1041","","23-MAY-1978 10:00","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".014","0.014","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","1115","","07-JUN-1978 09:45","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".022","0.022","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","2","MON","3","",""
"CAMB","S12A","1198","","20-JUN-1978 10:55","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".007","0.007","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","4","MON","3","",""
"CAMB","S12A","1282","","06-JUL-1978 08:55","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".009","0.009","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","1392","","18-JUL-1978 07:35","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".01","0.010","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","1518","","02-AUG-1978 11:35","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".005","0.005","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","2","MON","3","",""
"CAMB","S12A","1612","","16-AUG-1978 08:10","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".006","0.006","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","1","MON","3","",""
"CAMB","S12A","1718","","30-AUG-1978 08:30","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".007","0.007","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","1","MON","3","",""
"CAMB","S12A","1807","","12-SEP-1978 08:05","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".006","0.006","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","1","MON","3","",""
"CAMB","S12A","1893","","26-SEP-1978 08:50","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".009","0.009","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","1993","","10-OCT-1978 14:35","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".005","0.005","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","4","MON","3","",""
"CAMB","S12A","2085","","24-OCT-1978 13:50","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".005","0.005","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","17","","1","1","2","MON","3","",""
"CAMB","S12A","2132","","07-NOV-1978 10:50","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".003","0.003","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","17","","2","1","5","MON","3","",""
"CAMB","S12A","2168","","21-NOV-1978 12:55","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".007","0.007","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","3","MON","3","",""
"CAMB","S12A","2258","","05-DEC-1978 14:50","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".005","0.005","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","2","MON","3","",""
"CAMB","S12A","2287","","20-DEC-1978 10:40","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".006","0.006","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","2444","","03-JAN-1979 13:45","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".009","0.009","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","17","","2","1","2","MON","3","",""
"CAMB","S12A","2520","","16-JAN-1979 10:30","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".005","0.005","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","0","1","MON","3","",""
"CAMB","S12A","2618","","30-JAN-1979 12:40","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".004","0.004","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","2719","","13-FEB-1979 11:30","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".011","0.011","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","2812","","27-FEB-1979 11:05","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".011","0.011","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","2903","","13-MAR-1979 13:35","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".011","0.011","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","2","MON","3","",""
"CAMB","S12A","3263","","27-MAR-1979 10:00","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".008","0.008","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","3372","","10-APR-1979 11:00","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".014","0.014","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","2","MON","3","",""
"CAMB","S12A","3485","","24-APR-1979 07:20","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".012","0.012","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","5","MON","3","",""
"CAMB","S12A","3601","","08-MAY-1979 09:00","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".015","0.015","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","4","MON","3","",""
"CAMB","S12A","3725","","22-MAY-1979 07:45","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".012","0.012","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","3765","","05-JUN-1979 08:35","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".016","0.016","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","4114","","03-JUL-1979 08:10","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".013","0.013","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","4226","","17-JUL-1979 09:00","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".02","0.020","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","4364","","31-JUL-1979 08:50","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".015","0.015","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","4489","","15-AUG-1979 09:00","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".008","0.008","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","4605","","27-AUG-1979 12:45","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".008","0.008","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","4","MON","3","",""
"CAMB","S12A","4738","","11-SEP-1979 07:42","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".011","0.011","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","5","MON","3","",""
"CAMB","S12A","4985","","09-OCT-1979 08:50","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".008","0.008","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","1","MON","3","",""
"CAMB","S12A","5117","","23-OCT-1979 08:29","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".007","0.007","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","5232","","06-NOV-1979 09:40","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".008","0.008","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","5357","","20-NOV-1979 09:00","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".012","0.012","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","5611","","03-JAN-1980 09:40","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".007","0.007","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","5713","","16-JAN-1980 10:15","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".005","0.005","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","5831","","30-JAN-1980 09:30","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".006","0.006","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","5936","","13-FEB-1980 10:00","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".012","0.012","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","6076","","26-FEB-1980 09:50","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".002","0.002","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","1","MON","3","",""
"CAMB","S12A","6207","","12-MAR-1980 09:00","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".005","0.005","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","1","MON","3","",""
"CAMB","S12A","6315","","09-APR-1980 08:20","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".01","0.010","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","6423","","22-APR-1980 08:20","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".008","0.008","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","6535","","07-MAY-1980 10:30","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".009","0.009","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","6636","","20-MAY-1980 09:10","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".011","0.011","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","18","","2","1","3","MON","3","",""
"CAMB","S12A","6732","","04-JUN-1980 09:05","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".019","0.019","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","6853","","17-JUN-1980 08:45","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".015","0.015","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","6950","","01-JUL-1980 09:30","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".029","0.029","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","3","MON","3","",""
"CAMB","S12A","7055","","16-JUL-1980 10:00","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".017","0.017","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","7158","","28-JUL-1980 09:15","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".01","0.010","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","7264","","13-AUG-1980 10:05","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".017","0.017","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","5","MON","3","",""
"CAMB","S12A","7379","","26-AUG-1980 09:30","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".016","0.016","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","7503","","10-SEP-1980 09:00","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".008","0.008","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","2","MON","3","",""
"CAMB","S12A","7601","","24-SEP-1980 09:25","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".022","0.022","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","7693","","07-OCT-1980 10:42","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".006","0.006","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","3","MON","3","",""
"CAMB","S12A","7763","","22-OCT-1980 10:25","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".008","0.008","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","7841","","04-NOV-1980 09:20","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".014","0.014","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","7956","","26-NOV-1980 10:30","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".005","0.005","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","2","MON","3","",""
"CAMB","S12A","8065","","10-DEC-1980 11:16","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".003","0.003","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","2","MON","3","",""
"CAMB","S12A","8170","","23-DEC-1980 10:00","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".007","0.007","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","2","MON","3","",""
"CAMB","S12A","8888","","12-OCT-1981 11:15","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".005","0.005","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","0","","1","1","1","MON","3","",""
"CAMB","S12A","8893","","27-OCT-1981 08:45","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".004","0.004","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","0","","1","1","2","MON","3","",""
"CAMB","S12A","8913","","12-NOV-1981 13:40","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".006","0.006","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","0","","1","1","2","MON","3","",""
"CAMB","S12A","8919","","24-NOV-1981 12:49","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".015","0.015","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","0","","1","1","1","MON","3","",""
"CAMB","S12A","8941","","07-DEC-1981 12:20","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".009","0.009","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","0","","1","1","2","MON","3","",""
"CAMB","S12A","9025","","14-APR-1982 08:00","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".046","0.046","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","2","MON","3","",""
"CAMB","S12A","9080","","09-JUN-1982 08:40","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".016","0.016","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","9177","","07-JUL-1982 14:10","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","","-.004","-0.004","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","0","","1","1","5","MON","3","",""
"CAMB","S12A","9214","","22-JUL-1982 15:45","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".006","0.006","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","0","","1","1","4","MON","3","",""
"CAMB","S12A","9248","","03-AUG-1982 08:46","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".008","0.008","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","2","MON","3","",""
"CAMB","S12A","9282","","17-AUG-1982 14:17","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".008","0.008","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","3","MON","3","",""
"CAMB","S12A","9321","","31-AUG-1982 14:56","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".007","0.007","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","0","","1","1","3","MON","3","",""
"CAMB","S12A","9344","","13-SEP-1982 14:15","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","","-.004","-0.004","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","2","MON","3","",""
"CAMB","S12A","9373","","29-SEP-1982 09:20","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".01","0.010","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","2","MON","3","",""
"CAMB","S12A","9403","","12-OCT-1982 13:30","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","","-.004","-0.004","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","3","MON","3","",""
"CAMB","S12A","9429","","26-OCT-1982 13:20","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","","-.004","-0.004","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","4","MON","3","",""
"CAMB","S12A","9441","","09-NOV-1982 13:45","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","","-.004","-0.004","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","2","MON","3","",""
"CAMB","S12A","9469","","01-DEC-1982 14:50","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","","-.004","-0.004","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","2","MON","3","",""
"CAMB","S12A","9532","","26-JAN-1983 09:40","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".009","0.009","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","2","1","1","MON","3","",""
"CAMB","S12A","9600","","23-FEB-1983 14:44","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","","-.004","-0.004","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","4","MON","3","",""
"CAMB","S12A","9633","","10-MAR-1983 13:10","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".006","0.006","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","3","MON","3","",""
"CAMB","S12A","9662","","23-MAR-1983 14:25","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","","-.004","-0.004","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","2","MON","3","",""
"CAMB","S12A","9719","","19-APR-1983 13:53","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","","-.004","-0.004","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","4","MON","3","",""
"CAMB","S12A","9739","","03-MAY-1983 14:40","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","","","",".006","0.006","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","2","MON","3","",""
"CAMB","S12A","9752","","17-MAY-1983 12:17","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","","","",".026","0.026","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","0","","1","1","2","MON","3","",""
"CAMB","S12A","9763","","01-JUN-1983 12:20","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","","","",".029","0.029","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","2","MON","3","",""
"CAMB","S12A","9798","","29-JUN-1983 13:00","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","","","",".01","0.010","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","3","MON","3","",""
"CAMB","S12A","9815","","14-JUL-1983 13:45","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","","","",".006","0.006","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","4","MON","3","",""
"CAMB","S12A","9831","","26-JUL-1983 14:51","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","","","",".009","0.009","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","1","MON","3","",""
"CAMB","S12A","9847","","09-AUG-1983 13:17","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","","","",".007","0.007","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","4","MON","3","",""
"CAMB","S12A","9867","","23-AUG-1983 13:30","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","","","",".008","0.008","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","4","MON","3","",""
"CAMB","S12A","9885","","07-SEP-1983 13:30","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","","","",".015","0.015","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","3","MON","3","",""
"CAMB","S12A","9903","","20-SEP-1983 13:46","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","","","",".006","0.006","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","4","MON","3","",""
"CAMB","S12A","9924","","04-OCT-1983 13:05","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","","","","-.004","-0.004","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","2","MON","3","",""
"CAMB","S12A","9941","","18-OCT-1983 13:10","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","","","",".005","0.005","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","4","MON","3","",""
"CAMB","S12A","9951","","01-NOV-1983 14:10","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","","","",".009","0.009","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","5","MON","3","",""
"CAMB","S12A","9973","","14-NOV-1983 15:00","SAMP","G","0.50","","SW","25","PHOSPHATE, TOTAL AS P","","","",".016","0.016","","","","","mg/L","","","","","WMD","WMD","","","","","","","","","19","","1","1","1","MON","3","",""
